FlightDate,HourRange,NonUsaPassengerAverageWait,NonUsaPassengerCount,TotalPassengerCount,UsaPassengerAverageWait,UsaPassengerCount
2023-02-01,1000 - 1100,15,168,384,15,216
2023-02-01,1100 - 1200,19,1007,1786,14,779
2023-02-01,1200 - 1300,22,493,1193,18,700
2023-02-01,1300 - 1400,13,559,1045,10,486
2023-02-01,1400 - 1500,16,600,1140,16,540
2023-02-01,1500 - 1600,24,886,1673,22,787
2023-02-01,1600 - 1700,44,994,1654,19,660
2023-02-01,1700 - 1800,51,441,1058,15,617
2023-02-01,1800 - 1900,6,107,140,8,33
2023-02-01,1900 - 2000,32,717,1228,12,511
2023-02-01,2000 - 2100,37,356,754,16,398
2023-02-01,2100 - 2200,26,233,590,17,357
2023-02-01,2200 - 2300,22,321,780,16,459
2023-02-01,2300 - 0000,19,197,403,15,206
2023-02-02,0500 - 0600,41,602,1144,19,542
2023-02-02,0600 - 0700,35,610,1076,15,466
2023-02-02,0700 - 0800,15,273,587,18,314
2023-02-02,0800 - 0900,40,500,761,15,261
2023-02-02,0900 - 1000,21,254,498,8,244
2023-02-02,1000 - 1100,10,358,725,5,367
2023-02-02,1100 - 1200,16,631,1136,11,505
2023-02-02,1200 - 1300,27,934,1806,16,872
2023-02-02,1300 - 1400,38,1270,2078,16,808
2023-02-02,1400 - 1500,30,451,1031,18,580
2023-02-02,1500 - 1600,52,913,1456,18,543
2023-02-02,1600 - 1700,47,637,1526,17,889
2023-02-02,1700 - 1800,21,557,1073,18,516
2023-02-02,1900 - 2000,17,482,991,11,509
2023-02-02,2000 - 2100,18,234,329,8,95
2023-02-02,2100 - 2200,16,295,673,12,378
2023-02-02,2200 - 2300,25,510,921,16,411
2023-02-02,2300 - 0000,21,134,283,14,149
2023-02-03,0500 - 0600,39,324,710,22,386
2023-02-03,0600 - 0700,18,640,1062,8,422
2023-02-03,0700 - 0800,18,567,661,6,94
2023-02-03,0800 - 0900,55,910,1467,22,557
2023-02-03,0900 - 1000,64,817,1336,14,519
2023-02-03,1000 - 1100,36,197,386,18,189
2023-02-03,1100 - 1200,20,720,1373,14,653
2023-02-03,1200 - 1300,22,714,1362,18,648
2023-02-03,1300 - 1400,28,648,1132,16,484
2023-02-03,1400 - 1500,18,489,1106,13,617
2023-02-03,1500 - 1600,25,1017,1592,13,575
2023-02-03,1600 - 1700,22,592,1037,14,445
2023-02-03,1700 - 1800,17,881,1664,9,783
2023-02-03,1800 - 1900,20,279,546,16,267
2023-02-03,1900 - 2000,28,371,715,14,344
2023-02-03,2000 - 2100,15,236,468,10,232
2023-02-03,2100 - 2200,21,543,1106,16,563
2023-02-03,2200 - 2300,18,205,503,17,298
2023-02-03,2300 - 0000,42,555,947,28,392
2023-02-04,0500 - 0600,54,277,828,29,551
2023-02-04,0600 - 0700,32,779,1118,8,339
2023-02-04,0700 - 0800,24,542,770,15,228
2023-02-04,0800 - 0900,45,429,878,25,449
2023-02-04,0900 - 1000,22,509,944,12,435
2023-02-04,1000 - 1100,11,274,551,7,277
2023-02-04,1100 - 1200,15,720,1361,10,641
2023-02-04,1200 - 1300,27,791,1400,15,609
2023-02-04,1300 - 1400,29,960,1752,12,792
2023-02-04,1400 - 1500,16,444,1279,12,835
2023-02-04,1500 - 1600,19,767,1408,15,641
2023-02-04,1600 - 1700,23,792,1583,16,791
2023-02-04,1700 - 1800,25,1115,1909,14,794
2023-02-04,1800 - 1900,24,612,1641,19,1029
2023-02-04,1900 - 2000,25,333,602,11,269
2023-02-04,2000 - 2100,12,82,343,13,261
2023-02-04,2100 - 2200,17,453,1197,12,744
2023-02-04,2200 - 2300,26,342,971,20,629
2023-02-04,2300 - 0000,12,100,403,11,303
2023-02-05,0500 - 0600,46,665,1232,28,567
2023-02-05,0600 - 0700,59,645,1292,24,647
2023-02-05,0700 - 0800,52,591,1027,27,436
2023-02-05,0800 - 0900,46,522,839,18,317
2023-02-05,0900 - 1000,26,684,1343,15,659
2023-02-05,1000 - 1100,20,612,830,10,218
2023-02-05,1100 - 1200,17,393,880,12,487
2023-02-05,1200 - 1300,17,683,1508,13,825
2023-02-05,1300 - 1400,21,957,1825,13,868
2023-02-05,1400 - 1500,19,634,1352,10,718
2023-02-05,1500 - 1600,25,860,1884,19,1024
2023-02-05,1600 - 1700,17,888,1806,11,918
2023-02-05,1700 - 1800,14,733,1865,16,1132
2023-02-05,1800 - 1900,8,127,167,4,40
2023-02-05,1900 - 2000,21,568,1203,11,635
2023-02-05,2000 - 2100,22,442,945,14,503
2023-02-05,2100 - 2200,15,359,1143,15,784
2023-02-05,2200 - 2300,14,220,747,14,527
2023-02-05,2300 - 0000,24,223,843,23,620
2023-02-06,0500 - 0600,29,326,684,17,358
2023-02-06,0600 - 0700,24,834,1195,9,361
2023-02-06,0700 - 0800,20,286,360,8,74
2023-02-06,0800 - 0900,39,868,1584,22,716
2023-02-06,0900 - 1000,18,275,646,11,371
2023-02-06,1000 - 1100,11,419,831,8,412
2023-02-06,1100 - 1200,12,432,947,10,515
2023-02-06,1200 - 1300,20,872,1860,14,988
2023-02-06,1300 - 1400,17,951,1677,12,726
2023-02-06,1400 - 1500,20,363,1138,12,775
2023-02-06,1500 - 1600,26,960,1716,18,756
2023-02-06,1600 - 1700,22,473,983,14,510
2023-02-06,1700 - 1800,12,443,1104,13,661
2023-02-06,1800 - 1900,10,354,585,10,231
2023-02-06,1900 - 2000,15,425,1131,10,706
2023-02-06,2000 - 2100,22,173,447,15,274
2023-02-06,2100 - 2200,20,179,953,18,774
2023-02-06,2200 - 2300,19,185,592,16,407
2023-02-06,2300 - 0000,13,47,138,13,91
2023-02-07,0500 - 0600,27,235,525,19,290
2023-02-07,0600 - 0700,27,608,1253,15,645
2023-02-07,0700 - 0800,16,354,526,13,172
2023-02-07,0800 - 0900,44,721,1413,22,692
2023-02-07,0900 - 1000,41,352,712,12,360
2023-02-07,1000 - 1100,24,315,603,13,288
2023-02-07,1100 - 1200,12,276,725,12,449
2023-02-07,1200 - 1300,15,165,462,15,297
2023-02-07,1300 - 1400,30,1172,2028,15,856
2023-02-07,1400 - 1500,15,512,1383,12,871
2023-02-07,1500 - 1600,14,391,856,13,465
2023-02-07,1600 - 1700,19,605,1152,15,547
2023-02-07,1700 - 1800,28,386,1263,16,877
2023-02-07,1800 - 1900,23,149,190,8,41
2023-02-07,1900 - 2000,19,274,814,11,540
2023-02-07,2000 - 2100,26,267,739,17,472
2023-02-07,2100 - 2200,32,411,797,24,386
2023-02-07,2200 - 2300,34,381,1056,25,675
2023-02-07,2300 - 0000,23,91,277,16,186
2023-02-08,0500 - 0600,39,422,858,24,436
2023-02-08,0600 - 0700,49,510,1016,23,506
2023-02-08,0700 - 0800,26,437,586,14,149
2023-02-08,0800 - 0900,51,792,1400,19,608
2023-02-08,0900 - 1000,36,471,727,16,256
2023-02-08,1000 - 1100,13,275,592,12,317
2023-02-08,1100 - 1200,20,621,1168,11,547
2023-02-08,1200 - 1300,19,465,1103,11,638
2023-02-08,1300 - 1400,24,570,1227,15,657
2023-02-08,1400 - 1500,15,744,1297,12,553
2023-02-08,1500 - 1600,28,723,1245,13,522
2023-02-08,1600 - 1700,41,657,1579,16,922
2023-02-08,1700 - 1800,15,425,887,10,462
2023-02-08,1800 - 1900,10,170,199,9,29
2023-02-08,1900 - 2000,22,695,1234,10,539
2023-02-08,2000 - 2100,29,253,567,13,314
2023-02-08,2100 - 2200,27,256,788,20,532
2023-02-08,2200 - 2300,21,409,877,17,468
2023-02-08,2300 - 0000,20,107,266,13,159
2023-02-09,0500 - 0600,36,440,943,26,503
2023-02-09,0600 - 0700,17,163,317,7,154
2023-02-09,0700 - 0800,20,552,1040,20,488
2023-02-09,0800 - 0900,34,459,695,15,236
2023-02-09,0900 - 1000,19,360,676,13,316
2023-02-09,1000 - 1100,11,333,660,6,327
2023-02-09,1100 - 1200,12,520,937,10,417
2023-02-09,1200 - 1300,14,333,737,12,404
2023-02-09,1300 - 1400,26,1381,2341,15,960
2023-02-09,1400 - 1500,19,810,1606,13,796
2023-02-09,1500 - 1600,51,974,1701,18,727
2023-02-09,1600 - 1700,58,807,1704,17,897
2023-02-09,1700 - 1800,38,396,691,9,295
2023-02-09,1800 - 1900,32,99,367,26,268
2023-02-09,1900 - 2000,16,369,856,11,487
2023-02-09,2000 - 2100,24,19,125,22,106
2023-02-09,2100 - 2200,19,758,1425,17,667
2023-02-09,2200 - 2300,13,244,487,11,243
2023-02-09,2300 - 0000,24,258,495,17,237
2023-02-10,0500 - 0600,41,633,1239,16,606
2023-02-10,0600 - 0700,34,482,720,12,238
2023-02-10,0700 - 0800,21,570,753,6,183
2023-02-10,0800 - 0900,37,985,1699,20,714
2023-02-10,0900 - 1000,27,550,887,10,337
2023-02-10,1000 - 1100,12,153,323,11,170
2023-02-10,1100 - 1200,29,542,1024,20,482
2023-02-10,1200 - 1300,20,666,1341,12,675
2023-02-10,1300 - 1400,28,1006,1749,16,743
2023-02-10,1400 - 1500,13,475,851,8,376
2023-02-10,1500 - 1600,18,771,1176,8,405
2023-02-10,1600 - 1700,18,652,1326,9,674
2023-02-10,1700 - 1800,23,1140,2013,16,873
2023-02-10,1800 - 1900,27,310,418,14,108
2023-02-10,1900 - 2000,11,498,972,10,474
2023-02-10,2000 - 2100,21,682,1088,11,406
2023-02-10,2100 - 2200,40,374,838,15,464
2023-02-10,2200 - 2300,30,635,1313,19,678
2023-02-10,2300 - 0000,27,149,266,11,117
2023-02-11,0500 - 0600,48,261,722,28,461
2023-02-11,0600 - 0700,27,573,870,17,297
2023-02-11,0700 - 0800,19,388,553,11,165
2023-02-11,0800 - 0900,31,792,1438,19,646
2023-02-11,0900 - 1000,32,506,863,18,357
2023-02-11,1000 - 1100,12,168,313,6,145
2023-02-11,1100 - 1200,21,714,1523,15,809
2023-02-11,1200 - 1300,22,596,1360,17,764
2023-02-11,1300 - 1400,26,1405,2217,11,812
2023-02-11,1400 - 1500,24,402,972,11,570
2023-02-11,1500 - 1600,32,1435,2880,19,1445
2023-02-11,1600 - 1700,26,708,1116,12,408
2023-02-11,1700 - 1800,34,992,1873,16,881
2023-02-11,1800 - 1900,19,319,1055,17,736
2023-02-11,1900 - 2000,22,691,1381,14,690
2023-02-11,2000 - 2100,41,318,744,15,426
2023-02-11,2100 - 2200,19,307,538,10,231
2023-02-11,2200 - 2300,23,384,1262,18,878
2023-02-11,2300 - 0000,19,173,700,15,527
2023-02-12,0500 - 0600,43,366,756,35,390
2023-02-12,0600 - 0700,40,694,1378,19,684
2023-02-12,0700 - 0800,46,644,1184,27,540
2023-02-12,0800 - 0900,53,547,957,13,410
2023-02-12,0900 - 1000,47,670,1379,17,709
2023-02-12,1000 - 1100,28,106,338,16,232
2023-02-12,1100 - 1200,33,639,1018,12,379
2023-02-12,1200 - 1300,35,1030,2383,26,1353
2023-02-12,1300 - 1400,49,1294,2408,38,1114
2023-02-12,1400 - 1500,25,333,722,16,389
2023-02-12,1500 - 1600,33,923,1994,32,1071
2023-02-12,1600 - 1700,45,906,2028,22,1122
2023-02-12,1700 - 1800,39,317,917,23,600
2023-02-12,1800 - 1900,25,564,1170,21,606
2023-02-12,1900 - 2000,42,662,1215,14,553
2023-02-12,2000 - 2100,35,326,677,16,351
2023-02-12,2100 - 2200,69,442,1391,29,949
2023-02-12,2200 - 2300,55,216,640,19,424
2023-02-12,2300 - 0000,52,186,771,29,585
2023-02-13,0500 - 0600,47,378,788,28,410
2023-02-13,0600 - 0700,52,558,952,16,394
2023-02-13,0700 - 0800,58,442,754,14,312
2023-02-13,0800 - 0900,78,794,1266,24,472
2023-02-13,0900 - 1000,60,239,514,16,275
2023-02-13,1000 - 1100,55,549,1084,15,535
2023-02-13,1100 - 1200,70,605,1474,29,869
2023-02-13,1200 - 1300,44,174,583,18,409
2023-02-13,1300 - 1400,48,1230,2450,20,1220
2023-02-13,1400 - 1500,56,700,1507,29,807
2023-02-13,1500 - 1600,52,918,1581,22,663
2023-02-13,1600 - 1700,32,480,1057,11,577
2023-02-13,1700 - 1800,14,232,893,13,661
2023-02-13,1800 - 1900,21,402,978,27,576
2023-02-13,1900 - 2000,24,577,1365,18,788
2023-02-13,2000 - 2100,25,162,461,16,299
2023-02-13,2100 - 2200,28,128,653,22,525
2023-02-13,2200 - 2300,18,142,599,15,457
2023-02-13,2300 - 0000,15,131,529,15,398
2023-02-14,0500 - 0600,30,178,460,18,282
2023-02-14,0600 - 0700,26,550,1108,13,558
2023-02-14,0700 - 0800,19,240,382,8,142
2023-02-14,0800 - 0900,34,829,1482,21,653
2023-02-14,0900 - 1000,25,408,939,13,531
2023-02-14,1000 - 1100,12,238,571,9,333
2023-02-14,1100 - 1200,10,380,701,9,321
2023-02-14,1200 - 1300,21,668,1262,14,594
2023-02-14,1300 - 1400,22,716,1352,17,636
2023-02-14,1400 - 1500,16,538,1352,15,814
2023-02-14,1500 - 1600,14,643,1102,12,459
2023-02-14,1600 - 1700,11,348,685,8,337
2023-02-14,1700 - 1800,22,275,1021,16,746
2023-02-14,1800 - 1900,15,16,151,11,135
2023-02-14,1900 - 2000,32,432,1140,14,708
2023-02-14,2000 - 2100,26,407,688,14,281
2023-02-14,2100 - 2200,21,140,687,13,547
2023-02-14,2200 - 2300,30,410,934,18,524
2023-02-14,2300 - 0000,43,242,668,18,426
2023-02-15,0600 - 0700,37,648,1453,19,805
2023-02-15,0700 - 0800,55,714,1009,16,295
2023-02-15,0800 - 0900,90,888,1590,34,702
2023-02-15,0900 - 1000,50,530,823,14,293
2023-02-15,1000 - 1100,27,193,388,24,195
2023-02-15,1100 - 1200,19,357,755,12,398
2023-02-15,1200 - 1300,28,857,1738,14,881
2023-02-15,1300 - 1400,29,664,1310,15,646
2023-02-15,1400 - 1500,22,789,1446,17,657
2023-02-15,1500 - 1600,46,997,1614,22,617
2023-02-15,1600 - 1700,47,1048,1969,18,921
2023-02-15,1700 - 1800,25,384,915,20,531
2023-02-15,1800 - 1900,20,107,354,21,247
2023-02-15,1900 - 2000,34,836,1460,17,624
2023-02-15,2000 - 2100,30,186,381,14,195
2023-02-15,2100 - 2200,30,562,1187,17,625
2023-02-15,2200 - 2300,15,207,478,14,271
2023-02-15,2300 - 0000,17,352,695,12,343
2023-02-16,0500 - 0600,45,636,1223,23,587
2023-02-16,0600 - 0700,44,402,727,23,325
2023-02-16,0700 - 0800,48,336,689,31,353
2023-02-16,0800 - 0900,58,544,761,24,217
2023-02-16,0900 - 1000,55,463,820,19,357
2023-02-16,1000 - 1100,35,391,902,13,511
2023-02-16,1100 - 1200,25,527,970,14,443
2023-02-16,1200 - 1300,26,748,1505,17,757
2023-02-16,1300 - 1400,20,1062,1902,16,840
2023-02-16,1400 - 1500,26,486,966,17,480
2023-02-16,1500 - 1600,32,879,1777,22,898
2023-02-16,1600 - 1700,28,908,1789,20,881
2023-02-16,1700 - 1800,8,196,298,4,102
2023-02-16,1800 - 1900,30,476,884,17,408
2023-02-16,1900 - 2000,17,176,703,13,527
2023-02-16,2000 - 2100,13,399,714,9,315
2023-02-16,2100 - 2200,19,466,899,15,433
2023-02-16,2200 - 2300,19,334,722,18,388
2023-02-16,2300 - 0000,18,225,381,15,156
2023-02-17,0500 - 0600,26,261,631,16,370
2023-02-17,0600 - 0700,21,661,1031,15,370
2023-02-17,0700 - 0800,14,453,670,6,217
2023-02-17,0800 - 0900,43,595,1118,21,523
2023-02-17,0900 - 1000,52,718,1204,13,486
2023-02-17,1000 - 1100,39,198,368,14,170
2023-02-17,1100 - 1200,44,874,1513,15,639
2023-02-17,1200 - 1300,58,593,1170,23,577
2023-02-17,1300 - 1400,24,427,875,13,448
2023-02-17,1400 - 1500,14,412,815,10,403
2023-02-17,1500 - 1600,36,740,1498,24,758
2023-02-17,1600 - 1700,57,598,1068,25,470
2023-02-17,1700 - 1800,38,885,1783,14,898
2023-02-17,1800 - 1900,21,710,1254,18,544
2023-02-17,1900 - 2000,38,222,614,29,392
2023-02-17,2000 - 2100,41,271,685,19,414
2023-02-17,2100 - 2200,33,659,1306,15,647
2023-02-17,2200 - 2300,27,552,1067,18,515
2023-02-17,2300 - 0000,23,163,391,13,228
2023-02-18,0500 - 0600,29,209,615,24,406
2023-02-18,0600 - 0700,25,305,601,12,296
2023-02-18,0700 - 0800,17,818,1149,8,331
2023-02-18,0800 - 0900,20,458,866,18,408
2023-02-18,0900 - 1000,27,566,875,10,309
2023-02-18,1000 - 1100,22,441,1074,11,633
2023-02-18,1100 - 1200,29,537,1069,22,532
2023-02-18,1200 - 1300,28,991,1984,15,993
2023-02-18,1300 - 1400,18,821,1523,10,702
2023-02-18,1400 - 1500,22,606,1156,11,550
2023-02-18,1500 - 1600,35,937,1845,24,908
2023-02-18,1600 - 1700,49,972,1715,18,743
2023-02-18,1700 - 1800,30,1129,2147,18,1018
2023-02-18,1800 - 1900,34,529,1323,25,794
2023-02-18,1900 - 2000,31,570,1312,16,742
2023-02-18,2000 - 2100,28,253,836,18,583
2023-02-18,2100 - 2200,21,339,707,13,368
2023-02-18,2200 - 2300,35,586,1558,22,972
2023-02-18,2300 - 0000,19,58,154,20,96
2023-02-19,0500 - 0600,19,218,594,15,376
2023-02-19,0600 - 0700,30,734,1470,22,736
2023-02-19,0700 - 0800,44,639,993,16,354
2023-02-19,0800 - 0900,69,610,1233,23,623
2023-02-19,0900 - 1000,61,706,1523,23,817
2023-02-19,1000 - 1100,55,492,882,15,390
2023-02-19,1100 - 1200,52,616,1542,26,926
2023-02-19,1200 - 1300,46,631,1831,27,1200
2023-02-19,1300 - 1400,39,759,1554,23,795
2023-02-19,1400 - 1500,23,553,1012,12,459
2023-02-19,1500 - 1600,43,1400,2787,26,1387
2023-02-19,1600 - 1700,45,414,1361,18,947
2023-02-19,1700 - 1800,29,571,1880,16,1309
2023-02-19,1800 - 1900,23,259,373,11,114
2023-02-19,1900 - 2000,33,638,1377,16,739
2023-02-19,2000 - 2100,26,449,929,13,480
2023-02-19,2100 - 2200,18,171,831,13,660
2023-02-19,2200 - 2300,21,289,1370,17,1081
2023-02-19,2300 - 0000,13,127,452,11,325
2023-02-20,0500 - 0600,35,298,691,26,393
2023-02-20,0600 - 0700,39,928,1770,12,842
2023-02-20,0700 - 0800,66,592,843,13,251
2023-02-20,0800 - 0900,71,323,710,22,387
2023-02-20,0900 - 1000,56,509,1151,23,642
2023-02-20,1000 - 1100,18,205,558,15,353
2023-02-20,1100 - 1200,26,833,1890,17,1057
2023-02-20,1200 - 1300,37,839,2190,27,1351
2023-02-20,1300 - 1400,40,529,1136,23,607
2023-02-20,1400 - 1500,20,296,877,14,581
2023-02-20,1500 - 1600,28,1245,2586,13,1341
2023-02-20,1600 - 1700,27,501,1255,13,754
2023-02-20,1700 - 1800,16,417,1514,13,1097
2023-02-20,1800 - 1900,16,372,911,16,539
2023-02-20,1900 - 2000,28,507,1210,16,703
2023-02-20,2000 - 2100,32,194,461,15,267
2023-02-20,2100 - 2200,22,189,1186,17,997
2023-02-20,2200 - 2300,20,133,616,17,483
2023-02-20,2300 - 0000,14,21,175,12,154
2023-02-21,0500 - 0600,39,196,507,27,311
2023-02-21,0600 - 0700,32,725,1541,16,816
2023-02-21,0700 - 0800,35,726,1090,14,364
2023-02-21,0800 - 0900,57,214,649,34,435
2023-02-21,0900 - 1000,38,496,1399,13,903
2023-02-21,1000 - 1100,20,210,452,17,242
2023-02-21,1100 - 1200,20,451,1115,18,664
2023-02-21,1200 - 1300,26,597,1035,13,438
2023-02-21,1300 - 1400,51,951,1827,24,876
2023-02-21,1400 - 1500,36,261,965,20,704
2023-02-21,1500 - 1600,18,639,1520,19,881
2023-02-21,1600 - 1700,22,301,698,15,397
2023-02-21,1700 - 1800,20,624,2006,23,1382
2023-02-21,1800 - 1900,18,259,744,11,485
2023-02-21,1900 - 2000,24,262,807,10,545
2023-02-21,2000 - 2100,40,310,723,16,413
2023-02-21,2100 - 2200,23,134,583,14,449
2023-02-21,2200 - 2300,20,292,954,15,662
2023-02-21,2300 - 0000,25,148,412,15,264
2023-02-22,0500 - 0600,37,426,968,20,542
2023-02-22,0600 - 0700,37,643,1280,14,637
2023-02-22,0700 - 0800,48,717,1118,18,401
2023-02-22,0800 - 0900,69,428,579,13,151
2023-02-22,0900 - 1000,57,786,1466,17,680
2023-02-22,1000 - 1100,36,242,715,26,473
2023-02-22,1100 - 1200,14,463,941,11,478
2023-02-22,1200 - 1300,24,956,2120,17,1164
2023-02-22,1300 - 1400,44,726,1313,22,587
2023-02-22,1400 - 1500,32,631,1342,20,711
2023-02-22,1500 - 1600,49,704,1261,21,557
2023-02-22,1600 - 1700,46,804,1596,26,792
2023-02-22,1700 - 1800,33,539,1459,17,920
2023-02-22,1800 - 1900,25,372,990,26,618
2023-02-22,1900 - 2000,59,751,1378,22,627
2023-02-22,2000 - 2100,54,145,495,22,350
2023-02-22,2100 - 2200,49,372,810,23,438
2023-02-22,2200 - 2300,58,431,1266,34,835
2023-02-22,2300 - 0000,31,42,182,18,140
2023-02-23,0500 - 0600,46,422,1134,23,712
2023-02-23,0600 - 0700,56,751,1344,24,593
2023-02-23,0700 - 0800,26,157,215,6,58
2023-02-23,0800 - 0900,25,415,759,12,344
2023-02-23,0900 - 1000,23,325,645,11,320
2023-02-23,1000 - 1100,13,359,776,18,417
2023-02-23,1100 - 1200,23,953,1735,15,782
2023-02-23,1200 - 1300,43,1085,2101,17,1016
2023-02-23,1300 - 1400,29,774,1790,18,1016
2023-02-23,1400 - 1500,25,638,1254,14,616
2023-02-23,1500 - 1600,35,700,1548,16,848
2023-02-23,1600 - 1700,43,994,1876,18,882
2023-02-23,1700 - 1800,23,334,1234,16,900
2023-02-23,1800 - 1900,13,134,218,8,84
2023-02-23,1900 - 2000,30,448,871,16,423
2023-02-23,2000 - 2100,31,538,1277,19,739
2023-02-23,2100 - 2200,23,286,832,17,546
2023-02-23,2200 - 2300,26,331,761,20,430
2023-02-23,2300 - 0000,29,237,531,18,294
2023-02-24,0500 - 0600,42,442,939,19,497
2023-02-24,0600 - 0700,28,652,1232,12,580
2023-02-24,0700 - 0800,26,481,735,9,254
2023-02-24,0800 - 0900,45,738,1526,26,788
2023-02-24,0900 - 1000,28,499,799,16,300
2023-02-24,1000 - 1100,23,438,988,12,550
2023-02-24,1100 - 1200,17,661,1439,12,778
2023-02-24,1200 - 1300,18,507,1018,15,511
2023-02-24,1300 - 1400,27,1045,2001,13,956
2023-02-24,1400 - 1500,13,347,1038,13,691
2023-02-24,1500 - 1600,29,1175,1955,17,780
2023-02-24,1600 - 1700,50,670,1462,14,792
2023-02-24,1700 - 1800,38,629,1173,17,544
2023-02-24,1800 - 1900,32,717,1436,19,719
2023-02-24,1900 - 2000,28,298,826,15,528
2023-02-24,2000 - 2100,23,257,865,16,608
2023-02-24,2100 - 2200,39,603,1394,18,791
2023-02-24,2200 - 2300,21,186,516,17,330
2023-02-25,0200 - 0300,22,40,176,19,136
2023-02-25,0500 - 0600,29,51,300,27,249
2023-02-25,0600 - 0700,17,691,1537,16,846
2023-02-25,0700 - 0800,17,663,1069,10,406
2023-02-25,0800 - 0900,31,529,1211,20,682
2023-02-25,0900 - 1000,15,419,920,11,501
2023-02-25,1000 - 1100,12,339,1086,9,747
2023-02-25,1100 - 1200,9,178,459,8,281
2023-02-25,1200 - 1300,18,642,1363,13,721
2023-02-25,1300 - 1400,37,1300,2602,19,1302
2023-02-25,1400 - 1500,20,417,1187,16,770
2023-02-25,1500 - 1600,49,1365,3026,23,1661
2023-02-25,1600 - 1700,48,469,1387,20,918
2023-02-25,1700 - 1800,32,883,2088,21,1205
2023-02-25,1800 - 1900,18,363,1107,16,744
2023-02-25,1900 - 2000,42,583,1555,23,972
2023-02-25,2000 - 2100,18,235,940,18,705
2023-02-25,2100 - 2200,16,111,686,14,575
2023-02-25,2200 - 2300,24,338,1539,19,1201
2023-02-25,2300 - 0000,20,150,735,15,585
2023-02-26,0500 - 0600,46,449,1277,37,828
2023-02-26,0600 - 0700,37,892,1845,23,953
2023-02-26,0700 - 0800,31,304,808,22,504
2023-02-26,0800 - 0900,25,501,1172,12,671
2023-02-26,0900 - 1000,28,721,1501,19,780
2023-02-26,1000 - 1100,14,181,723,12,542
2023-02-26,1100 - 1200,35,832,2002,18,1170
2023-02-26,1200 - 1300,42,494,1288,20,794
2023-02-26,1300 - 1400,32,763,2306,17,1543
2023-02-26,1400 - 1500,20,578,1641,9,1063
2023-02-26,1500 - 1600,15,893,1924,13,1031
2023-02-26,1600 - 1700,32,737,2351,15,1614
2023-02-26,1700 - 1800,26,654,1949,20,1295
2023-02-26,1800 - 1900,10,164,489,13,325
2023-02-26,1900 - 2000,37,555,1259,15,704
2023-02-26,2000 - 2100,14,394,922,11,528
2023-02-26,2100 - 2200,22,394,1722,17,1328
2023-02-26,2200 - 2300,14,209,972,14,763
2023-02-26,2300 - 0000,13,123,501,12,378
2023-02-27,0500 - 0600,35,329,814,25,485
2023-02-27,0600 - 0700,39,479,1114,21,635
2023-02-27,0700 - 0800,23,378,841,12,463
2023-02-27,0800 - 0900,21,633,1327,21,694
2023-02-27,0900 - 1000,32,252,361,12,109
2023-02-27,1000 - 1100,23,206,585,12,379
2023-02-27,1100 - 1200,26,652,1819,22,1167
2023-02-27,1200 - 1300,36,417,1261,29,844
2023-02-27,1300 - 1400,61,936,2256,24,1320
2023-02-27,1400 - 1500,59,650,1650,18,1000
2023-02-27,1500 - 1600,59,946,2141,19,1195
2023-02-27,1600 - 1700,59,564,1289,15,725
2023-02-27,1700 - 1800,28,420,1419,16,999
2023-02-27,1800 - 1900,14,477,1196,14,719
2023-02-27,1900 - 2000,19,342,1202,14,860
2023-02-27,2000 - 2100,15,178,479,13,301
2023-02-27,2100 - 2200,17,248,926,12,678
2023-02-27,2200 - 2300,17,166,718,15,552
2023-02-27,2300 - 0000,13,126,479,10,353
2023-02-28,0500 - 0600,33,227,654,29,427
2023-02-28,0600 - 0700,36,630,1304,19,674
2023-02-28,0700 - 0800,36,542,1088,23,546
2023-02-28,0800 - 0900,40,586,1585,32,999
2023-02-28,0900 - 1000,30,190,604,20,414
2023-02-28,1000 - 1100,19,274,699,13,425
2023-02-28,1100 - 1200,16,490,1337,12,847
2023-02-28,1200 - 1300,28,655,1250,17,595
2023-02-28,1300 - 1400,37,744,1766,19,1022
